Emission Factor Title,Sector,Unit Type,Emission Factor,Source
Diesel car (small) - Passenger vehicles & travel land,Transport,kg/km,0.1399,BEIS
Hybrid car (small) - Passenger vehicles,Transport,kg/km,0.1127,BEIS
Hybrid car (small) - Passenger vehicles & travel land,Transport,kg/km,0.1127,BEIS
Car (small) - Passenger vehicles,Transport,kg/km,0.1426,BEIS
Car (small) - Passenger vehicles & travel land,Transport,kg/km,0.1426,BEIS
Petrol car (small) - Passenger vehicles,Transport,kg/km,0.1437,BEIS
Petrol car (small) - Passenger vehicles & travel land,Transport,kg/km,0.1437,BEIS
PHEV car (small) - Passenger vehicles  - UK electricity for EVs,Transport,kg/km,0.02817,BEIS
PHEV car (small) - Passenger vehicles & travel land,Transport,kg/km,0.02817,BEIS
PHEV car (small) - UK electricity T&D for EVs,Transport,kg/km,0.02817,BEIS
PHEV car (small) - Passenger vehicles - UK electricity for EVs,Transport,kg/km,0.02817,BEIS
PHEV car (small) - Passenger vehicles,Transport,kg/km,0.03012,BEIS
Motorbike (small) - Passenger vehicles & travel land,Transport,kg/km,0.02148,BEIS
Motorbike (small) Passenger vehicles,Transport,kg/km,0.08319,BEIS
Battery EV car (sports) - Passenger vehicles,Transport,kg/km,0.06755,BEIS
Battery EV car (sports) - Passenger vehicles & travel land,Transport,kg/km,0.06755,BEIS
Battery EV car (sports) - UK electricity T&D for EVs,Transport,kg/km,0.06755,BEIS
Battery EV car (sports) - UK electricity for EVs,Transport,kg/km,0.06755,BEIS
Diesel car (sports) - Passenger vehicles,Transport,kg/km,0.1702,BEIS
Diesel car (sports) - Passenger vehicles & travel land,Transport,kg/km,0.1702,BEIS
Car (sports) - Passenger vehicles,Transport,kg/km,0.2252,BEIS
Car (sports) - Passenger vehicles & travel land,Transport,kg/km,0.2252,BEIS
Petrol car (sports) - Passenger vehicles,Transport,kg/km,0.2353,BEIS
Petrol car (sports) - Passenger vehicles & travel land,Transport,kg/km,0.2353,BEIS
PHEV car (sports) - Passenger vehicles  - UK electricity for EVs,Transport,kg/km,0.03615,BEIS
PHEV car (sports) - Passenger vehicles & travel land,Transport,kg/km,0.03615,BEIS
PHEV car (sports) - UK electricity T&D for EVs,Transport,kg/km,0.03615,BEIS
PHEV car (sports) - Passenger vehicles - UK electricity for EVs,Transport,kg/km,0.03615,BEIS
PHEV car (sports) - Passenger vehicles,Transport,kg/km,0.1226,BEIS
Battery EV car (supermini) - Passenger vehicles,Transport,kg/km,0.04033,BEIS
Battery EV car (supermini) - Passenger vehicles & travel land,Transport,kg/km,0.04033,BEIS
Battery EV car (supermini) - UK electricity T&D for EVs,Transport,kg/km,0.04033,BEIS
Battery EV car (supermini) - UK electricity for EVs,Transport,kg/km,0.04033,BEIS
Diesel car (supermini) - Passenger vehicles,Transport,kg/km,0.1318,BEIS
Diesel car (supermini) - Passenger vehicles & travel land,Transport,kg/km,0.1318,BEIS
Car (supermini) - Passenger vehicles,Transport,kg/km,0.1426,BEIS
Car (supermini) - Passenger vehicles & travel land,Transport,kg/km,0.1426,BEIS
Petrol car (supermini) - Passenger vehicles,Transport,kg/km,0.1439,BEIS
Petrol car (supermini) - Passenger vehicles & travel land,Transport,kg/km,0.1439,BEIS
PHEV car (supermini) - Passenger vehicles  - UK electricity for EVs,Transport,kg/km,0.02817,BEIS
PHEV car (supermini) - Passenger vehicles & travel land,Transport,kg/km,0.02817,BEIS
PHEV car (supermini) - UK electricity T&D for EVs,Transport,kg/km,0.02817,BEIS
PHEV car (supermini) - Passenger vehicles - UK electricity for EVs,Transport,kg/km,0.02817,BEIS
PHEV car (supermini) - Passenger vehicles,Transport,kg/km,0.03012,BEIS
Regular taxi,Transport,kg/passenger-km,0.1486,BEIS
Taxi (average) - Passenger vehicles & travel land,Transport,kg/km,0.1599,BEIS
Battery EV car (upper medium) - Passenger vehicles,Transport,kg/km,0.04324,BEIS
Battery EV car (upper medium) - Passenger vehicles & travel land,Transport,kg/km,0.04324,BEIS
Battery EV car (upper medium) - UK electricity T&D for EVs,Transport,kg/km,0.04324,BEIS
Battery EV car (upper medium) - UK electricity for EVs,Transport,kg/km,0.04324,BEIS
Diesel car (upper medium) - Passenger vehicles,Transport,kg/km,0.1605,BEIS
Diesel car (upper medium) - Passenger vehicles & travel land,Transport,kg/km,0.1605,BEIS
Car (upper medium) - Passenger vehicles,Transport,kg/km,0.1676,BEIS
Car (upper medium) - Passenger vehicles & travel land,Transport,kg/km,0.1676,BEIS
Petrol car (upper medium) - Passenger vehicles,Transport,kg/km,0.1895,BEIS
Petrol car (upper medium) - Passenger vehicles & travel land,Transport,kg/km,0.1895,BEIS
PHEV car (upper medium) - Passenger vehicles  - UK electricity for EVs,Transport,kg/km,0.02629,BEIS
PHEV car (upper medium) - Passenger vehicles & travel land,Transport,kg/km,0.02629,BEIS
PHEV car (upper medium) - UK electricity T&D for EVs,Transport,kg/km,0.02629,BEIS
PHEV car (upper medium) - Passenger vehicles - UK electricity for EVs,Transport,kg/km,0.02629,BEIS
PHEV car (upper medium) - Passenger vehicles,Transport,kg/km,0.08475,BEIS
Battery EV van (average up to 3.5 tonnes) - UK electricity T&D for EVs,Transport,kg/km,0.07279,BEIS
Battery EV van (average up to 3.5 tonnes) - UK electricity for EVs,Transport,kg/km,0.07279,BEIS
Average plastics (closed-loop recycled source),Materials and Manufacturing,kg/tonne,1.566,BEIS
Average plastic film (closed-loop recycled source),Materials and Manufacturing,kg/tonne,1.095,BEIS
Average plastic film (open-loop recycled source),Materials and Manufacturing,kg/tonne,0.6,BEIS
Average plastic film (Primary material production),Materials and Manufacturing,kg/tonne,2.91,BEIS
Average plastics (open-loop recycled source),Materials and Manufacturing,kg/tonne,0.6,BEIS
Average plastics (Primary material production),Materials and Manufacturing,kg/tonne,3.165,BEIS
Average plastic rigid (closed-loop recycled source),Materials and Manufacturing,kg/tonne,1.907,BEIS
Average plastic rigid (open-loop recycled source),Materials and Manufacturing,kg/tonne,0.6,BEIS
Average plastic rigid (Primary material production),Materials and Manufacturing,kg/tonne,3.345,BEIS
HDPE (incl. forming - Closed-loop source),Materials and Manufacturing,kg/tonne,1.762,BEIS
HDPE (incl. forming - Open-loop source),Materials and Manufacturing,kg/tonne,0.6,BEIS
HDPE (incl. forming - Primary material production),Materials and Manufacturing,kg/tonne,3.086,BEIS
LDPE and LLDPE (incl. forming - Closed-loop source),Materials and Manufacturing,kg/tonne,1.089,BEIS
LDPE and LLDPE (incl. forming - Open-loop source),Materials and Manufacturing,kg/tonne,0.6,BEIS
LDPE and LLDPE (incl. forming - Primary material production),Materials and Manufacturing,kg/tonne,2.959,BEIS
PET (incl. forming - Closed-loop source),Materials and Manufacturing,kg/tonne,2.205,BEIS
PET (incl. forming - Open-loop source),Materials and Manufacturing,kg/tonne,0.6,BEIS
PET (incl. forming - Primary material production),Materials and Manufacturing,kg/tonne,3.855,BEIS
PP (incl. forming - Closed-loop source),Materials and Manufacturing,kg/tonne,1.304,BEIS
PP (incl. forming - Open-loop source),Materials and Manufacturing,kg/tonne,0.6,BEIS
PP (incl. forming - Primary material production),Materials and Manufacturing,kg/tonne,2.569,BEIS
PS (incl. forming - Closed-loop source),Materials and Manufacturing,kg/tonne,2.66,BEIS
PS (incl. forming - Open-loop source),Materials and Manufacturing,kg/tonne,0.6,BEIS
PS (incl. forming - Primary material production),Materials and Manufacturing,kg/tonne,4.367,BEIS
PVC (incl. forming - Closed-loop source),Materials and Manufacturing,kg/tonne,1.839,BEIS
PVC (incl. forming - Open-loop source),Materials and Manufacturing,kg/tonne,0.6,BEIS
PVC (incl. forming - Primary material production),Materials and Manufacturing,kg/tonne,2.936,BEIS
Tyres (open-loop recycled source),Materials and Manufacturing,kg/tonne,0.3084,BEIS
Tyres (Primary material production),Materials and Manufacturing,kg/tonne,3.336,BEIS
Tyres (Re-used),Materials and Manufacturing,kg/tonne,0.7312,BEIS
Accounting/bookkeeping and auditing services/tax consulting services,Organizational Activities,kg/gbp,0.09992,BEIS
Advertising and market research services,Organizational Activities,kg/gbp,0.09022,BEIS
Architectural and engineering services/technical testing and analysis services,Organizational Activities,kg/gbp,0.1437,BEIS
Computer programming/consultancy and related services,Organizational Activities,kg/gbp,0.1114,BEIS
Employment services,Organizational Activities,kg/gbp,0.051,BEIS
Office administrative/office support and other business support services,Organizational Activities,kg/gbp,0.1375,BEIS
Other professional / scientific and technical services,Organizational Activities,kg/gbp,0.1185,BEIS
Rental and leasing services,Organizational Activities,kg/gbp,0.1289,BEIS
Scientific research and development services,Organizational Activities,kg/gbp,0.1611,BEIS
Security and investigation services,Organizational Activities,kg/gbp,0.08146,BEIS
Services of head offices/management consulting services,Organizational Activities,kg/gbp,0.1167,BEIS
Services to buildings and landscape,Organizational Activities,kg/gbp,0.1402,BEIS
Travel agency / tour operator and other reservation services and related services,Organizational Activities,kg/gbp,0.1253,BEIS
Real estate services/excl. on a fee or contract basis and imputed rent,Buildings and Infrastructure,kg/gbp,0.1099,BEIS
Real estate services on a fee or contract basis,Buildings and Infrastructure,kg/gbp,0.07558,BEIS
Bulk carrier (average),Transport,kg/tonne-km,3.53e-06,BEIS
General cargo 0-4999 dwt,Transport,kg/tonne-km,1.407e-05,BEIS
General cargo > 10000 dwt,Transport,kg/tonne-km,1.204e-05,BEIS
General cargo 5000-9999 dwt,Transport,kg/tonne-km,1.6e-05,BEIS
General cargo (average),Transport,kg/tonne-km,5.729e-05,BEIS
General cargo 0–4999 dwt >100 TEU,Transport,kg/tonne-km,2.005e-05,BEIS
General cargo 0-4999 dwt >100 TEU,Transport,kg/tonne-km,2.005e-05,BEIS
General cargo > 10000 dwt >100 TEU,Transport,kg/tonne-km,1.113e-05,BEIS
General cargo 5000–9999 dwt >100 TEU,Transport,kg/tonne-km,1.772e-05,BEIS
General cargo 5000-9999 dwt >100 TEU,Transport,kg/tonne-km,1.772e-05,BEIS
Container ship (average),Transport,kg/tonne-km,1.612e-05,BEIS
Container ship 0-999 TEU,Transport,kg/tonne-km,3.675e-05,BEIS
Container ship 1000-1999 TEU,Transport,kg/tonne-km,3.25e-05,BEIS
Container ship 2000-2999 TEU,Transport,kg/tonne-km,2.025e-05,BEIS
Container ship 3000-4999 TEU,Transport,kg/tonne-km,1.681e-05,BEIS
Container ship 5000-7999 TEU,Transport,kg/tonne-km,1.681e-05,BEIS
Container ship > 8000 TEU,Transport,kg/tonne-km,1.265e-05,BEIS
Crude tanker 0-9999 dwt,Transport,kg/tonne-km,3.371e-05,BEIS
Crude tanker 10000-59999 dwt,Transport,kg/tonne-km,9.21e-06,BEIS
Crude tanker 120000-199999 dwt,Transport,kg/tonne-km,4.45e-06,BEIS
Crude tanker > 200000 dwt,Transport,kg/tonne-km,2.93e-06,BEIS
Crude tanker 60000-79999 dwt,Transport,kg/tonne-km,7.59e-06,BEIS
Crude tanker 80000-119999 dwt,Transport,kg/tonne-km,5.97e-06,BEIS
Crude tanker (average),Transport,kg/tonne-km,4.56e-06,BEIS
Large RoPax ferry (average),Transport,kg/tonne-km,0.0003761,BEIS
LNG tanker (average),Transport,kg/tonne-km,1.153e-05,BEIS
LNG tanker 0–199999 m3,Transport,kg/tonne-km,1.468e-05,BEIS
LNG tanker 0-199999 m3,Transport,kg/tonne-km,1.468e-05,BEIS
LNG tanker > 200000 m3,Transport,kg/tonne-km,9.41e-06,BEIS
LPG tanker (average),Transport,kg/tonne-km,1.036e-05,BEIS
LPG tanker 0-49999 m3,Transport,kg/tonne-km,4.404e-05,BEIS
LPG tanker > 50000 m3,Transport,kg/tonne-km,9.11e-06,BEIS
Water transport services,Transport,kg/gbp,1.749,BEIS
Products tanker 0–4999 dwt,Transport,kg/tonne-km,4.556e-05,BEIS
Products tanker 0-4999 dwt,Transport,kg/tonne-km,4.556e-05,BEIS
Products tanker 10000–19999 dwt,Transport,kg/tonne-km,1.894e-05,BEIS
Products tanker 10000-19999 dwt,Transport,kg/tonne-km,1.894e-05,BEIS
Products tanker 20000–59999 dwt,Transport,kg/tonne-km,1.042e-05,BEIS
Products tanker 20000-59999 dwt,Transport,kg/tonne-km,1.042e-05,BEIS
Products tanker 5000–9999 dwt,Transport,kg/tonne-km,2.956e-05,BEIS
Products tanker 5000-9999 dwt,Transport,kg/tonne-km,2.956e-05,BEIS
Products tanker >60000 dwt,Transport,kg/tonne-km,5.77e-06,BEIS
Products tanker,Transport,kg/tonne-km,9.02e-06,BEIS
Products tanker (average),Transport,kg/tonne-km,9.02e-06,BEIS
Refrigerated cargo (all dwt),Transport,kg/tonne-km,1.306e-05,BEIS
RoRo-ferry 0 - 1999 LM,Transport,kg/tonne-km,6.105e-05,BEIS
RoRo-ferry >2000 LM,Transport,kg/tonne-km,5.012e-05,BEIS
RoRo-ferry,Transport,kg/tonne-km,5.159e-05,BEIS
Bulk carrier 0–9999 dwt,Transport,kg/tonne-km,2.956e-05,BEIS
Bulk carrier 0-9999 dwt,Transport,kg/tonne-km,2.956e-05,BEIS
Chemical tanker 0–4999 dwt,Transport,kg/tonne-km,2.248e-05,BEIS
Chemical tanker 0-4999 dwt,Transport,kg/tonne-km,2.248e-05,BEIS
Bulk carrier 100000–199999 dwt,Transport,kg/tonne-km,3.04e-06,BEIS
Bulk carrier (100000 dwt - 199999 dwt),Transport,kg/tonne-km,3.04e-06,BEIS
Chemical tanker 10000 - 19999 dwt,Transport,kg/tonne-km,1.093e-05,BEIS
Bulk carrier 10000–34999 dwt,Transport,kg/tonne-km,8e-06,BEIS
Bulk carrier (10000 dwt - 34999 dwt),Transport,kg/tonne-km,8e-06,BEIS
Bulk carrier > 200000 dwt,Transport,kg/tonne-km,2.53e-06,BEIS
Chemical tanker > 20000 dwt,Transport,kg/tonne-km,8.5e-06,BEIS
Bulk carrier 35000–59999 dwt,Transport,kg/tonne-km,5.77e-06,BEIS
Bulk carrier (35000 dwt - 59999 dwt),Transport,kg/tonne-km,5.77e-06,BEIS
Chemical tanker 5000 - 9999 dwt,Transport,kg/tonne-km,1.529e-05,BEIS
Bulk carrier 60000–99999 dwt,Transport,kg/tonne-km,4.15e-06,BEIS
Bulk carrier (60000 dwt - 99999 dwt),Transport,kg/tonne-km,4.15e-06,BEIS
Chemical tanker (average),Transport,kg/tonne-km,1.03e-05,BEIS
Cargo ship (vehicle carrier),Transport,kg/tonne-km,3.852e-05,BEIS
Cargo ship (vehicle carrier) 0–3999 CEU,Transport,kg/tonne-km,5.832e-05,BEIS
Cargo ship (vehicle carrier) 0-3999 CEU,Transport,kg/tonne-km,5.832e-05,BEIS
Cargo ship (vehicle carrier) > 4000 CEU,Transport,kg/tonne-km,3.24e-05,BEIS
Other personal services,Health and Social Care,kg/gbp,0.06743,BEIS
Residential care services,Health and Social Care,kg/gbp,0.1555,BEIS
Social work services without accommodation,Health and Social Care,kg/gbp,0.1659,BEIS
Wood and products of wood and cork (except furniture / articles of straw and plaiting materials),Agriculture/Hunting/Forestry/Fishing,kg/gbp,0.3957,BEIS
Wood (closed-loop recycled source),Agriculture/Hunting/Forestry/Fishing,kg/tonne,0.113,BEIS
Wood (open-loop recycled source),Agriculture/Hunting/Forestry/Fishing,kg/tonne,0.2591,BEIS
Wood (Primary material production),Agriculture/Hunting/Forestry/Fishing,kg/tonne,0.2695,BEIS
Wood (Re-used),Agriculture/Hunting/Forestry/Fishing,kg/tonne,0.03854,BEIS
Land transport services and transport services via pipelines/excl. rail transport,Transport,kg/gbp,0.4511,BEIS
Warehousing and support services for transportation,Transport,kg/gbp,0.2464,BEIS
Aggregates waste disposal (to closed-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Aggregates waste disposal (landfill),Waste,kg/tonne,0.001234,BEIS
Aggregates waste disposal (to open-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Asbestos waste disposal (landfill),Waste,kg/tonne,0.005913,BEIS
Asphalt waste disposal (to closed-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Asphalt waste disposal (landfill),Waste,kg/tonne,0.001234,BEIS
Asphalt waste disposal (to open-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Batteries waste disposal (landfill),Waste,kg/tonne,0.008884,BEIS
Batteries waste disposal (to open-loop recycling),Waste,kg/tonne,0.006411,BEIS
Books waste disposal (to closed-loop recycling),Waste,kg/tonne,0.006411,BEIS
Books waste disposal (combustion),Waste,kg/tonne,0.006411,BEIS
Books waste disposal (composting),Waste,kg/tonne,0.008884,BEIS
Books waste disposal (landfill),Waste,kg/tonne,1.164,BEIS
Bricks waste disposal (landfill),Waste,kg/tonne,0.001234,BEIS
Bricks waste disposal (to open-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Cardboard waste disposal (to closed-loop recycling),Waste,kg/tonne,0.006411,BEIS
Cardboard waste disposal (combustion),Waste,kg/tonne,0.006411,BEIS
Cardboard waste disposal (composting),Waste,kg/tonne,0.008884,BEIS
Cardboard waste disposal (landfill),Waste,kg/tonne,1.164,BEIS
Clothing waste disposal (to closed-loop recycling),Waste,kg/tonne,0.006411,BEIS
Clothing waste disposal (combustion),Waste,kg/tonne,0.006411,BEIS
Clothing waste disposal (landfill),Waste,kg/tonne,0.4967,BEIS
Commercial and industrial waste disposal (anaerobic digestion),Waste,kg/tonne,0.008951,BEIS
Commercial and industrial waste disposal (to closed-loop recycling),Waste,kg/tonne,0.02129,BEIS
Commercial and industrial waste disposal (combustion),Waste,kg/tonne,0.006411,BEIS
Commercial and industrial waste disposal (composting),Waste,kg/tonne,0.008951,BEIS
Commercial and industrial waste disposal (landfill),Waste,kg/tonne,0.5203,BEIS
Concrete waste disposal (to closed-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Concrete waste disposal (landfill),Waste,kg/tonne,0.001234,BEIS
Concrete waste disposal (to open-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Construction waste disposal (to closed-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Construction waste disposal (combustion),Waste,kg/tonne,0.006411,BEIS
Construction waste disposal (to open-loop recycling),Waste,kg/tonne,0.0009848,BEIS
Glass waste disposal (to closed-loop recycling),Waste,kg/tonne,0.006411,BEIS
Glass waste disposal (combustion),Waste,kg/tonne,0.006411,BEIS
Glass waste disposal (landfill),Waste,kg/tonne,0.008884,BEIS
Glass waste disposal (to open-loop recycling),Waste,kg/tonne,0.006411,BEIS
HDPE waste (incl. forming) disposal - closed-loop,Waste,kg/tonne,0.006411,BEIS
HDPE waste (incl. forming) disposal - combustion,Waste,kg/tonne,0.006411,BEIS
HDPE waste (incl. forming) disposal - landfill,Waste,kg/tonne,0.008884,BEIS
HDPE waste (incl. forming) disposal - open-loop,Waste,kg/tonne,0.006411,BEIS
Household residual waste disposal (anaerobic digestion),Waste,kg/tonne,0.008951,BEIS
